tweeted,feed_date,feed_weekday,archive_url,title,mp3_url,synopsis,broadcast_date,physical_format,duration,digital_format,ownership,language,program_sponsor,broadcast_datetime,broadcast_year,broadcast_month,broadcast_monthday,has_mp3_url,mp3_path,feed_url
,2024-01-05,6,/programs/studs-terkel-discusses-adults-young-adults,Studs Terkel discusses adults with young adults,https://s3.amazonaws.com/wfmt-studs-terkel/published/6173.mp3,"Discussing adults with young people.

Subjects are:
Ed Bocsel, age 16
Becky Milton, age 24
Chick Marmor, age 19
Stacy Goings, age 22
Danny Paul Yates, age 17
Paul Me, age 19
Jerry J., age 20
Lucky Miller, age 19
Lily, age 16

Topics include: Relationships with adults and family members, social alienation, religion, the Vietnam War, and the rise of corporate America overtaking local businesses.",1966,1 sound tape reel (ca. 60 min.) : 7 in.,"23 minutes, 37 seconds",WAV,The Chicago History Museum,English,,,,,,True,mp3/6173.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/6173.mp3
,2024-01-12,6,/programs/wynton-marsalis-discusses-his-musical-upbringing,Wynton Marsalis discusses his musical upbringing,https://s3.amazonaws.com/wfmt-studs-terkel/published/18621.mp3,Terkel comments and presents a musical performance by Wynton Marsalis,"Nov. 5, 1985",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"16 minutes, 47 seconds",WAV,The Chicago History Museum,English,,1985-11-05,1985.0,11.0,5.0,True,mp3/18621.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/18621.mp3
,2024-01-19,6,/programs/bill-ayers-discussing-education-and-ayerss-book-teach-journey-teacher,"Bill Ayers discussing education and Ayers's book ""To Teach: The Journey of a Teacher""",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F34527.mp3,,"Jun. 23, 1993",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"49 minutes, 22 seconds",WAV,The Chicago History Museum,English,,1993-06-23,1993.0,6.0,23.0,True,mp3/34527.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/34527.mp3
,2024-01-26,6,/programs/dick-gregory-discusses-his-career,Dick Gregory discusses his career,https://s3.amazonaws.com/wfmt-studs-terkel/published/8502.mp3,Lillian Smith excerpt opens the program.,"May. 14, 1970",1 sound tape reel (ca. 54.25 min.) : 10 1/2 in.,"58 minutes, 15 seconds",WAV,The Chicago History Museum,English,,1970-05-14,1970.0,5.0,14.0,True,mp3/8502.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/8502.mp3
,2024-02-02,6,/programs/discussing-triple-revolution-bayard-rustin-w-h-ferry-and-ralph-helstein-part-1,"Discussing the triple revolution with Bayard Rustin, W. H. Ferry and Ralph Helstein ; part 1",https://wfmt-studs-terkel.s3.amazonaws.com/published/41143.mp3,Discussion about the triple revolution,"Aug. 1, 1964",2 sound tape reels (ca. 59.50 min.): 7 in.,"28 minutes, 26 seconds",WAV,The Chicago History Museum,English,,1964-08-01,1964.0,8.0,1.0,True,mp3/41143.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/41143.mp3
,2024-02-02,6,/programs/discussing-triple-revolution-bayard-rustin-w-h-ferry-and-ralph-helstein-part-2,"Discussing the triple revolution with Bayard Rustin, W. H. Ferry and Ralph Helstein ; part 2",https://wfmt-studs-terkel.s3.amazonaws.com/published/40888.mp3,,Aug. 1964,2 sound tape reels (ca. 59.50 min.): 7 in.,"29 minutes, 39 seconds",,The Chicago History Museum,,,,,,,True,mp3/40888.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/40888.mp3
,2024-02-09,6,/programs/discussing-book-maus-survivors-tale-artist-and-author-art-spiegelman,"Discussing the book ""Maus: Survivor's Tale"" with the artist and author Art Spiegelman",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F37559.mp3,,"Oct. 1, 1986",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"54 minutes, 52 seconds",WAV,The Chicago History Museum,English,,1986-10-01,1986.0,10.0,1.0,True,mp3/37559.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/37559.mp3
,2024-02-16,6,/programs/discussing-and-reading-book-shoeless-joewith-w-p-kinsella,"Discussing and reading from the book ""Shoeless Joe""with W. P. Kinsella",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F39975.mp3,,"May. 24, 1982",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"47 minutes, 24 seconds",WAV,The Chicago History Museum,English,,1982-05-24,1982.0,5.0,24.0,True,mp3/39975.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/39975.mp3
,2024-02-23,6,/programs/chicago-residents-alice-and-bob-taylor-talk-studs-terkel,Chicago residents Alice and Bob Taylor talk with Studs Terkel,https://s3.amazonaws.com/wfmt-studs-terkel/published/12752.mp3,"Recorded in the Taylor's home against a backdrop of sounds created by a nine-children family, Studs, Alice and Bob discuss aspects of a white family living in a predominately African-American amidst an exodus of the white, Christian community. Includes a performance of ""Onward, Christian Soldiers"" by the family around their piano, and ""Jesus Loves Me"" by two of the children.",1970,1 sound tape reel (ca. 64 min.) : 10 1/2 in.,1 second,WAV,The Chicago History Museum,English,,,,,,True,mp3/12752.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/12752.mp3
,2024-03-01,6,/programs/allen-ginsberg-discusses-poetry-and-meditation,Allen Ginsberg discusses poetry and meditation,https://wfmt-studs-terkel.s3.amazonaws.com/published%2F56269.mp3,"Studs Terkel and Allen Ginsberg talk about poetry, meditation, and the shifting of American socio-political consciousness between the 50's and 70's.","Nov. 29, 1976",1 sound tape reel (ca. 54 min.) : 10 1/2 in.,"45 minutes, 14 seconds",WAV,The Chicago History Museum,,,1976-11-29,1976.0,11.0,29.0,True,mp3/56269.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/56269.mp3
,2024-03-08,6,/programs/lawrence-ferlinghetti-discusses-his-poetry,Lawrence Ferlinghetti discusses his poetry,https://wfmt-studs-terkel.s3.amazonaws.com/published/44091.mp3,"Includes Lawrence Ferlinghetti reading and discussing his poems from his books ""A Coney Island State of Mind"" and ""Big Table.""","Oct. 15, 1959",1 sound tape reel (ca. 60 min.) : 7 in.,"20 minutes, 13 seconds",WAV,The Chicago History Museum,English,,1959-10-15,1959.0,10.0,15.0,True,mp3/44091.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/44091.mp3
,2024-03-15,6,/programs/edward-albee-discusses-arts-and-meaning-plays,Edward Albee discusses the arts and the meaning of plays,https://wfmt-studs-terkel.s3.amazonaws.com/published/50267.mp3,"Every play is political and art isn’t easy, according to Edward Albee.  People need to realize that going to the theatre is an arena of engagement rather than one of escapism, says Albee.  Due to people’s lack of knowledge and self-awareness, we in society, we deserve everything bad that we get, are also part of Albee’s views.","Dec. 31, 1967",1 sound tape reel (ca. 29.20 min.) : 7 in.,"29 minutes, 15 seconds",WAV,The Chicago History Museum,English,,1967-12-31,1967.0,12.0,31.0,True,mp3/50267.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/50267.mp3
,2024-03-22,6,/programs/excerpts-division-street-recordings-oral-histories-regarding-race-religion-and-humanity,"Excerpts from the Division Street recordings Oral Histories, regarding race, religion and humanity",https://s3.amazonaws.com/wfmt-studs-terkel/published/5891.mp3,"Studs presents excerpts from the Division Street recordings, regarding race, religion and humanity.",1970,1 sound tape reel (ca. 24.20 min.) : 7 in.,"26 minutes, 26 seconds",WAV,The Chicago History Museum,English,,,,,,True,mp3/5891.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/5891.mp3
,2024-03-29,6,/programs/french-humorist-jacques-tati-talks-studs-terkel,French humorist Jacques Tati talks with Studs Terkel,https://s3.amazonaws.com/wfmt-studs-terkel/published/12749.mp3,"Filmmaker Jacques Tati and Studs discuss finding the humor in everyday life and people becoming their gadgets. The two also go in-depth about Tati's film ""Mon Oncle"" and the development of the character Monsieur Hulot.","Nov. 1, 1962",1 sound tape reel (ca. 32 min.) : 7 in.,"31 minutes, 58 seconds",WAV,The Chicago History Museum,English,,1962-11-01,1962.0,11.0,1.0,True,mp3/12749.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/12749.mp3
,2024-04-05,6,/programs/interview-montgomery-alabama,"Interview in Montgomery, Alabama",https://s3.amazonaws.com/wfmt-studs-terkel/published/13190.mp3,"Interviewing in Montgomery, Alabama on March 25, 1965 (Montgomery #1). Speaks with Reverend William Franklin Pascal, cab driver, two barbers","Mar. 25, 1965",1 sound tape reel (ca. 50.25 min.) : 10 1/2 in.,"49 minutes, 9 seconds",WAV,The Chicago History Museum,English,,1965-03-25,1965.0,3.0,25.0,True,mp3/13190.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/13190.mp3
,2024-04-12,6,/programs/interviewing-chicagoan-kid-pharaoh-part-1,Interviewing Chicagoan Kid Pharaoh  : part 1,https://wfmt-studs-terkel.s3.amazonaws.com/published%2F36354.mp3,"An interview with Kid Pharoh, a former prize fighter, is included in Terkel's book, ""Division Street: America.""",,1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"1 hour, 7 minutes, 35 seconds",WAV,The Chicago History Museum,English,,,,,,True,mp3/36354.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/36354.mp3
,2024-04-12,6,/programs/interviewing-chicagoan-kid-pharaoh-part-2,Interviewing Chicagoan Kid Pharaoh  ; part 2,https://wfmt-studs-terkel.s3.amazonaws.com/published%2F36351.mp3,"An interview with Kid Pharoh, a former prize fighter, is included in Terkel's book, ""Division Street: America.""",,1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"51 minutes, 34 seconds",WAV,The Chicago History Museum,English,,,,,,True,mp3/36351.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/36351.mp3
,2024-04-19,6,/programs/henry-fonda-and-john-houseman-discuss-play-clarence-darrow,"Henry Fonda and John Houseman discuss the play ""Clarence Darrow""",https://wfmt-studs-terkel.s3.amazonaws.com/published/59734.mp3,"Henry Fonda and John Houseman talk about working with one another on ""Clarence Darrow: A One-Man Play"".  Houseman is in awe of Fonda's portrayal of Clarence Darrow, explaining that in the play, the audience can really see the growth of Clarence Darrow, from a young lawyer to an experienced, wise one.  Fonda talks about the opening scene when Darrow recalls his father talking to him when he was a young boy. Fonda reflects on times when his father talked to him. Fonda recalls being taught not to hate individuals.",,,"32 minutes, 21 seconds",,,,,,,,,True,mp3/59734.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/59734.mp3
,2024-04-26,6,/programs/discussing-struggle-democratic-rule-south-africa-president-african-national-congress-and,"Discussing the struggle for democratic rule in South Africa with President of the African National Congress and Nobel Peace Prize winner, Zulu Chief Albert John Luthuli",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F43337.mp3,,Mar. 1963,1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"53 minutes, 57 seconds",,Chicago History Museum,,,,,,,True,mp3/43337.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/43337.mp3
,2024-05-03,6,/programs/discussing-book-hoop-dreams-true-story-hardship-and-triumph-author-ben-joravsky,"Discussing the book ""Hoop Dreams: A True Story of Hardship and Triumph"" with the author Ben Joravsky",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F37252.mp3,,"May. 17, 1995",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"53 minutes, 3 seconds",WAV,The Chicago History Museum,English,,1995-05-17,1995.0,5.0,17.0,True,mp3/37252.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/37252.mp3
,2024-05-10,6,/programs/discussing-tour-berlin-wall-author-ursula-bender,Discussing a tour of the Berlin Wall with author Ursula Bender,https://wfmt-studs-terkel.s3.amazonaws.com/published/44795.mp3,,1980,1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"25 minutes, 42 seconds",WAV,The Chicago History Museum,English,,,,,,True,mp3/44795.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/44795.mp3
,2024-05-17,6,/programs/studs-terkel-discusses-race-relations-and-economic-disparity-four-chicago-area-women-part,Studs Terkel discusses race relations and economic disparity with four Chicago area women ; part 1,https://s3.amazonaws.com/wfmt-studs-terkel/published/6197.mp3,"Studs discusses race relations and economic disparity with four Chicago area women in a program entitled ""Each of us can act"".

This recording was the last of a 6-part series, ""Rearing the Child of Good Will"", broadcast under the auspices of the National Conference of Christians and Jews.  The series focused on prejudice, race, religion, and community.

Interviewees are:
Madeline Bonsigniore of Chicago's south suburbs
Naomi Brodky of the Marynook neighborhood of Chicago
Lynn Williams of Winnetka, IL
Harriet White of the NCCJ

The discussion begins with a snipped from Terkel's interview with ""Jimmy"" a 17-year old African American male who had been involved with gangs on the Chicago's west side.

Other topics of discussion include racial integration, schools, and home ownership.","Jan. 27, 1965",2 sound tape reels (ca. 55.10 min.): 7 in.,"29 minutes, 51 seconds",WAV,The Chicago History Museum,English,,1965-01-27,1965.0,1.0,27.0,True,mp3/6197.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/6197.mp3
,2024-05-17,6,/programs/studs-terkel-discusses-race-relations-and-economic-disparity-four-chicago-area-women-0,Studs Terkel discusses race relations and economic disparity with four Chicago area women ; part 2,https://s3.amazonaws.com/wfmt-studs-terkel/published/6200.mp3,"Studs discusses race relations and economic disparity with four Chicago area women in a program entitled ""Each of us can act"".

This recording was the last of a 6-part series, ""Rearing the Child of Good Will"", broadcast under the auspices of the National Conference of Christians and Jews.  The series focused on prejudice, race, religion, and community.

Interviewees are:
Madeline Bonsigniore of Chicago's south suburbs
Naomi Brodky of the Marynook neighborhood of Chicago
Lynn Williams of Winnetka, IL
Harriet White of the NCCJ

The discussion begins with a snipped from Terkel's interview with ""Jimmy"" a 17-year old African American male who had been involved with gangs on the Chicago's west side.

Other topics of discussion include racial integration, schools, and home ownership.","Jan. 27, 1965",2 sound tape reels (ca. 55.10 min.): 7 in.,"25 minutes, 29 seconds",WAV,The Chicago History Museum,English,,1965-01-27,1965.0,1.0,27.0,True,mp3/6200.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/6200.mp3
,2024-05-24,6,/programs/discussing-book-get-shorty-author-elmore-leonard,"Discussing the book ""Get Shorty"" with the author Elmore Leonard",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F32821.mp3,,"Jul. 31, 1991",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"53 minutes, 22 seconds",WAV,The Chicago History Museum,English,,1991-07-31,1991.0,7.0,31.0,True,mp3/32821.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/32821.mp3
,2024-05-31,6,/programs/brother-john-sellers-discusses-his-career-blues-artist-and-how-church-music-inspired-his,Brother John Sellers discusses his career as a blues artist and how church music inspired his music,https://s3.amazonaws.com/wfmt-studs-terkel/published/20030.mp3,"Studs interviews Brother John Sellers about his career and other blues singers.  Sellers explains that religion influenced his music as did performers like Mahalia Jackson, Big Bill Broonzy, and Muddy Waters.  Studs reads some of the lyrics of blues song, ""In the Evening.""  Sellers describes street singers and blind singers.  He describes the music and style of Jackson and Broonzy and some of his own songs.  Sellers performs ""Talk About A Child"" and ""Sally Go Round the Sunshine"" live on the program.  Studs and Sellers read together some of the lyrics of ""Bo Weavil.""  Most musical pieces are removed from this edited version of the original recording.","Jul. 2, 1982",1 sound tape reel (ca. 40 min.) : 10 1/2 in.,"36 minutes, 56 seconds",WAV,The Chicago History Museum,English,,1982-07-02,1982.0,7.0,2.0,True,mp3/20030.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/20030.mp3
,2024-06-07,6,/programs/ben-kingsley-discusses-his-file-gandhi-studs-terkel-then-actress-anabella-discusses-her,"Ben Kingsley discusses his file ""Gandhi"" with Studs Terkel, then actress Anabella discusses her film and theatrical career",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F45339.mp3,,,1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"57 minutes, 45 seconds",WAV,The Chicago History Museum,English,,,,,,True,mp3/45339.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/45339.mp3
,2024-06-14,6,/programs/discussing-trip-soviet-union-sharon-tennison-and-barbara-rinnan-center-citizen-initiatives,Discussing a trip to the Soviet Union with Sharon Tennison and Barbara Rinnan of The Center for Citizen Initiatives (CCI),https://wfmt-studs-terkel.s3.amazonaws.com/published/35054.mp3,CCI maintains citizen-to-citizen networks between the US and the USSR in an attempt to empower ordinary citizens to take responsibility.,"Feb. 1, 1985",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"19 minutes, 3 seconds",WAV,The Chicago History Museum,English,,1985-02-01,1985.0,2.0,1.0,True,mp3/35054.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/35054.mp3
,2024-06-21,6,/programs/discussing-book-other-america-michael-harrington,"Discussing the book ""The Other America"" with Michael Harrington.",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F41353.mp3,,"Jul. 1, 1964",1 sound tape reel (ca. 50.45 min.) : 10 1/2 in.,"50 minutes, 57 seconds",WAV,The Chicago History Museum,English,,1964-07-01,1964.0,7.0,1.0,True,mp3/41353.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/41353.mp3
,2024-06-28,6,/programs/discussing-young-vs-adults-teenagers-saint-timothy-elementary-school,Discussing the young vs. adults with teenagers at Saint Timothy Elementary School,https://wfmt-studs-terkel.s3.amazonaws.com/published%2F46105.mp3,"Studs Terkel presents a roundtable conversation with children ranging from ages 13-17. They discuss relationships with their family members, other students, growing up in Chicago, and race relations in the U.S.",1970,1 sound tape reel (ca. 40 min.) : 7 in.,"43 minutes, 6 seconds",WAV,The Chicago History Museum,English,,,,,,True,mp3/46105.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/46105.mp3
,2024-07-05,6,/programs/eugene-j-mccarthy-conversation-studs-terkel,Eugene J. McCarthy in conversation with Studs Terkel,https://s3.amazonaws.com/wfmt-studs-terkel/published%2F23283.mp3,,"Nov. 7, 1977",1 sound tape reel (ca. 51.34 min.) : 10 1/2 in.,"51 minutes, 43 seconds",WAV,The Chicago History Museum,English,,1977-11-07,1977.0,11.0,7.0,True,mp3/23283.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/23283.mp3
,2024-07-12,6,/programs/fred-w-friendly-discusses-his-book-due-circumstances-beyond-our-control-and-his-career,"Fred W. Friendly discusses his book ""Due to Circumstances Beyond Our Control"" and his career, part 1",https://s3.amazonaws.com/wfmt-studs-terkel/published/8136.mp3,"Fred W. Friendly discusses his book ""Due to Circumstances Beyond Our Control"" and his career. Fred W. Friendly discusses television and mass media. (Part 1 of 2)",1968,1 sound tape reel (ca. 60 min.) : 5 in.,"25 minutes, 22 seconds",WAV,The Chicago History Museum,English,,,,,,True,mp3/8136.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/8136.mp3
,2024-07-12,6,/programs/fred-w-friendly-discusses-his-book-due-circumstances-beyond-our-control,"Fred W. Friendly discusses his book ""Due to Circumstances Beyond Our Control""",https://s3.amazonaws.com/wfmt-studs-terkel/published/8139.mp3,"Studs Terkel interviews Fred W. Friendly to promote his book ""Due to Circumstances Beyond Our Control."" Although this interview seems to be the conclusion of a longer discussion, Friendly offers two key points: we should learn from a crisis to better handle the next one and television will shape the world. Duration 1:26. (Part 2 of 2)",1968,1 sound tape reel (ca. 60 min.) : 5 in.,"1 minute, 26 seconds",WAV,The Chicago History Museum,English,,,,,,True,mp3/8139.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/8139.mp3
,2024-07-19,6,/programs/young-white-cabbie-talks-studs-terkel,A young white cabbie talks with Studs Terkel,https://s3.amazonaws.com/wfmt-studs-terkel/published/13405.mp3,"Interviewing a young white cabbie and farewell comments on the plane ride home when Studs traveled home from Montgomery, Alabama.","Mar. 26, 1962",1 sound tape reel (ca. 60 min.) : 5 in.,"47 minutes, 58 seconds",WAV,The Chicago History Museum,English,,1962-03-26,1962.0,3.0,26.0,True,mp3/13405.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/13405.mp3
,2024-07-26,6,/programs/brian-dennehy-discusses-goodman-theaters-production-touch-poet,"Brian Dennehy discusses the Goodman Theater's production of ""A Touch of a Poet""",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F35201.mp3,,"May. 2, 1996",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"48 minutes, 10 seconds",WAV,The Chicago History Museum,English,,1996-05-02,1996.0,5.0,2.0,True,mp3/35201.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/35201.mp3
,2024-08-02,6,/programs/daniel-boorstin-discuses-his-book-image-guide-pseudo-events-america,"Daniel Boorstin discuses his book ""The Image: A Guide to Pseudo-Events in America""",https://s3.amazonaws.com/wfmt-studs-terkel/published/6206.mp3,"Discussing the book ""The Image: A Guide to Pseudo-Events in America"" and interviewing the author Professor Daniel Boorstin.",1960,1 sound tape reel (ca. 62 min.) : 10 1/2 in.,1 second,WAV,The Chicago History Museum,English,,,,,,True,mp3/6206.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/6206.mp3
,2024-08-09,6,/programs/derek-walcott-discusses-poetry-and-his-play-dream-monkey-mountain,"Derek Walcott discusses poetry and his play ""Dream on Monkey Mountain""",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F48323.mp3,"Colonial West Indies & Caribbean poet Derek Walcott talks about the traditions of poetry not purely being just the written words.  Poetry, says Walcott, is also oral poetry that's found in folk songs, folk tales and calypso music.  Walcott's play, ""Dream on Monkey Mountain"" is about Makak, an old hermit who lived on Monkey Mountain his whole life, and was now being kicked off the mountain.","Apr. 11, 1972",1 sound tape reel (ca. 57 min.) : 10 1/2 in.,"52 minutes, 29 seconds",WAV,The Chicago History Museum,English,,1972-04-11,1972.0,4.0,11.0,True,mp3/48323.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/48323.mp3
,2024-08-16,6,/programs/barbara-kingsolver-discusses-her-book-holding-line-women-great-arizona-mine-strike-1983,"Barbara Kingsolver discusses her book ""Holding the Line: Women in the Great Arizona Mine Strike of 1983""",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F48351.mp3,"Since no men were allowed to picket against the Phelps Dodge Corp., Mexican American women showed up and according to Kingsolver’s book, “Holding the Line,” the picket lines were a brand new experience for the women. Some of the women had to get their husbands’ permission to picket. The group of women found their lives transformed not only with their cause but with new bonds of friendship from the other women.","Sep. 17, 1990",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"46 minutes, 41 seconds",WAV,The Chicago History Museum,English,,1990-09-17,1990.0,9.0,17.0,True,mp3/48351.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/48351.mp3
,2024-08-23,6,/programs/walawa-basies-talk-studs-terkel-part-1,The Walawa Basies talk with Studs Terkel ; part 1,https://s3.amazonaws.com/wfmt-studs-terkel/published/13551.mp3,"Studs Terkel interviews the members of the Walawa Basies: Kelvin Strong, Orlando Lucas, Levon Campbell, and Justine Cordwell. This is an Interview done in two parts","Jan. 14, 1969",2 sound tape reels (ca. 111.20 min.) : 10 1/2 in.,52 minutes,WAV,The Chicago History Museum,English,,1969-01-14,1969.0,1.0,14.0,True,mp3/13551.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/13551.mp3
,2024-08-23,6,/programs/walawa-basies-talk-studs-terkel-part-2,The Walawa Basies talk with Studs Terkel ; part 2,https://s3.amazonaws.com/wfmt-studs-terkel/published/13552.mp3,"Studs Terkel interviews the members of the Walawa Basies: Kelvin Strong, Orlando Lucas, and Levon Campbell.","Jan. 14, 1969",2 sound tape reels (ca. 111.20 min.: 10 1/2 in.,"54 minutes, 31 seconds",WAV,The Chicago History Museum,English,,1969-01-14,1969.0,1.0,14.0,True,mp3/13552.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/13552.mp3
