title,mp3_url,archive_url,synopsis,broadcast_date,physical_format,duration,digital_format,ownership,language,program_sponsor,broadcast_datetime,broadcast_year,broadcast_month,broadcast_monthday,has_mp3_url
"Interviewing socialist priest and poet ""Friar Tuck,"" Irwin St. John Tucker",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F33161.mp3,/programs/interviewing-socialist-priest-and-poet-friar-tuck-irwin-st-john-tucker,,"Jan. 10, 1978",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"51 minutes, 54 seconds",WAV,The Chicago History Museum,English,,1978-01-10,1978.0,1.0,10.0,True
Dr. Linda Murray and Dr. Quentin Young talks about Cook County Public Hospital and the dynamic of public hospitals around the country,https://s3.amazonaws.com/wfmt-studs-terkel/published/11330.mp3,/programs/dr-linda-murray-and-dr-quentin-young-talks-about-cook-county-public-hospital-and-dynamic,Interview with Dr. Linda Murray and Dr. Quentin Young which discusses how closing public hospitals can affect minorities and less privileged communities. Also talks about the expectations of medical students and the dynamics of medical school.,"Jan. 10, 1979",1 sound tape reel (ca. 52.58 min.) : 10 1/2 in.,"53 minutes, 6 seconds",WAV,The Chicago History Museum,English,,1979-01-10,1979.0,1.0,10.0,True
Presenting music with singer Miguel Munoz,,/programs/presenting-music-singer-miguel-munoz,,"Jan. 10, 1984",1 sound tape reel (ca. 55.41 min.) : 10 1/2 in.,"50 minutes, 11 seconds",WAV,The Chicago History Museum,English,,1984-01-10,1984.0,1.0,10.0,False
"Discussing the album ""Unfinished Portraits,"" with folksinger, songwriter, guitarist and political activist Si Kahn",,/programs/discussing-album-unfinished-portraits-folksinger-songwriter-guitarist-and-political,,"Jan. 10, 1985",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"55 minutes, 50 seconds",WAV,The Chicago History Museum,English,,1985-01-10,1985.0,1.0,10.0,False
Discussing the history of the trumpet with trumpeter Ludwig Guttler,,/programs/discussing-history-trumpet-trumpeter-ludwig-guttler,,"Jan. 10, 1990",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"53 minutes, 32 seconds",WAV,The Chicago History Museum,English,,1990-01-10,1990.0,1.0,10.0,False
Terkel presents a program discussing theater,,/programs/terkel-presents-program-discussing-theater,"Terkel comments and presents a performance of ""Henry IV.""","Jan. 10, 1996",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"51 minutes, 53 seconds",WAV,The Chicago History Museum,English,,1996-01-10,1996.0,1.0,10.0,False
Newton Minow discusses broadcasting,https://s3.amazonaws.com/wfmt-studs-terkel/published/11142.mp3,/programs/newton-minow-discusses-broadcasting,"Interviewing Newton Minow, Chicago lawyer and chairman of the Federal Communications Commission.  He discusses broadcasting as a public service and spends a great deal of time on the history of commercials and how they changed over time.","Jan. 11, 1964",1 sound tape reel (ca. 46.30 min.) : 7 in.,"46 minutes, 43 seconds",WAV,The Chicago History Museum,English,,1964-01-11,1964.0,1.0,11.0,True
"Discussing the book ""Amazon"" with Mark London and Brian Kelly",,/programs/discussing-book-amazon-mark-london-and-brian-kelly,,"Jan. 11, 1984",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"56 minutes, 27 seconds",WAV,The Chicago History Museum,English,,1984-01-11,1984.0,1.0,11.0,False
Musician and composer Howard Levy discusses the sounds of various instruments,,/programs/musician-and-composer-howard-levy-discusses-sounds-various-instruments,"Howard Levy learned to play the piano at the age of 8. After hearing a John Coltrane album at 17, Levy knew he wanted to play blues on the harmonica. Levy talks about and demonstrates the harmonica, the pan flute, the Marimba and the ocarina.  There is also an excerpt of Laurel Masse singing.","Jan. 11, 1990",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"54 minutes, 30 seconds",WAV,The Chicago History Museum,English,,1990-01-11,1990.0,1.0,11.0,False
"Discussing the book ""Echoes of Revolt: The Masses, 1911-1917""with William O'Neill.",,/programs/discussing-book-echoes-revolt-masses-1911-1917with-william-oneill,,"Jan. 11, 1990",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"51 minutes, 13 seconds",WAV,The Chicago History Museum,English,,1990-01-11,1990.0,1.0,11.0,False
"Discussing the book ""Dunster"" with the author John Mortimer",,/programs/discussing-book-dunster-author-john-mortimer,,"Jan. 11, 1992",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"49 minutes, 51 seconds",WAV,The Chicago History Museum,English,,1992-01-11,1992.0,1.0,11.0,False
"Discussing the book ""The End of Work: The Decline of the Global Labor Force and the Dawn of the Post-Market Era"" with Jeremy Rifkin",,/programs/discussing-book-end-work-decline-global-labor-force-and-dawn-post-market-era-jeremy-rifkin,,"Jan. 11, 1995",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"50 minutes, 57 seconds",WAV,The Chicago History Museum,English,,1995-01-11,1995.0,1.0,11.0,False
Jonathan Miller discusses Shakespeare,https://s3.amazonaws.com/wfmt-studs-terkel/published%2F23305.mp3,/programs/jonathan-miller-discusses-shakespeare,"Jonathan Miller discusses Shakespeare.  Includes Feste's song ""Hey, ho, the Wind and Rain"" sung by Alfred Deller.  Includes a clip from Jonathan Miller as Bertrand Russell.","Jan. 12, 1970",1 sound tape reel (ca. 40.20 min.) : 7 in.,"49 minutes, 12 seconds",WAV,The Chicago History Museum,English,,1970-01-12,1970.0,1.0,12.0,True
"Interview with Professor Adolph Baker, Professor Jurgen Hinze, Professor Richard Lewenton and Father William Wallace ; part 1",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F49907.mp3,/programs/interview-professor-adolph-baker-professor-jurgen-hinze-professor-richard-lewenton-and-0,,"Jan. 12, 1971","1 sound tape reel (ca. 49.35 min.) : 10 1/2 in., 1 sound tape reel (ca. 56.15 min.) : 10 1/2 in.","49 minutes, 25 seconds",WAV,The Chicago History Museum,English,,1971-01-12,1971.0,1.0,12.0,True
"Interview with Professor Adolph Baker, Professor Jurgen Hinze, Professor Richard Lewenton and Father William Wallace ; part 2",,/programs/interview-professor-adolph-baker-professor-jurgen-hinze-professor-richard-lewenton-and,,"Jan. 12, 1971","1 sound tape reel (ca. 49.35 min.) : 10 1/2 in., 1 sound tape reel (ca. 56.15 min.) : 10 1/2 in.","55 minutes, 54 seconds",WAV,The Chicago History Museum,English,,1971-01-12,1971.0,1.0,12.0,False
Interview with Sam Shepard,,/programs/interview-sam-shepard,"Interviewing with the cast of ""Curse of the starving class"" by Sam Shepard.","Jan. 12, 1979",1 sound tape reel (ca. 51.12 min.) : 10 1/2 in.,"51 minutes, 17 seconds",WAV,The Chicago History Museum,English,,1979-01-12,1979.0,1.0,12.0,False
Candace Wayne talks about domestic violence,https://s3.amazonaws.com/wfmt-studs-terkel/published/13012.mp3,/programs/candace-wayne-talks-about-domestic-violence,Candace Wayne talks about domestic violence and the legal process in the field and her role as an attorney-at-law at the Battered Women's Center in Chicago.,"Jan. 12, 1979",1 sound tape reel (ca. 50 min.) : 10 1/2 in.,"50 minutes, 13 seconds",WAV,The Chicago History Museum,English,,1979-01-12,1979.0,1.0,12.0,True
"Sandra Lieb discusses the book ""Mother of the Blues: A Study of Ma Rainey""",,/programs/sandra-lieb-discusses-book-mother-blues-study-ma-rainey,"Sandra Lieb discusses the book ""Mother of the Blues: A Study of Ma Rainey.""  Includes songs sung by Ma Rainey such as ""Runaway Blues,"" ""See See Rider,"" ""Moonshine Blues,"" and ""Oh, Papa Blues.""  Includes poem ""Ma Rainey"" by Sterling Brown. Includes ""Oh, Daddy,"" by Ethel Waters. Includes ""Young Woman's Blues"" by Bessie Smith.","Jan. 12, 1982",1 sound tape reel (ca. 52.46 min.) : 10 1/2 in.,"52 minutes, 52 seconds",WAV,The Chicago History Museum,English,,1982-01-12,1982.0,1.0,12.0,False
Fleming Brown plays the banjo and discusses his career with Studs Terkel,,/programs/fleming-brown-plays-banjo-and-discusses-his-career-studs-terkel,"Fleming Brown, banjo player, discusses the influences Uncle Dave Macon, Pete Seeger, The Almanac Singers, and his teacher, Doc Hopkins had on him.  He and Terkel also discuss the influence of WLS's Barn Dance radio show in Chicago and the Grand Ole Opry's WSM had on folk music.  Fleming plays ""Uncle Buddy"" by Arthur Smith, to open and close the show.  He also discusses the themes of Appalachian music such as lost love, mystery and murder, and plays examples for the audience.  He also sang, ""Sod Buster"" by the Almanac Singers, two versions of ""Little Margaret"" , one by Bascom Lamar Lunsford and the other by himself, ""Rose Connelly Chords"", two versions of ""Long John Bean from Bowling Green"" with the black version entitled ""Lost John"", ""Knoxville Girl"" and ""Banks of the Ohio"".  The audience hears Uncle Dave Macon perform ""Death of John Henry"".  Fleming Brown discussed some live concerts to be recorded in Chicago.","Jan. 12, 1982",1 sound tape reel (ca. 60 min.) :,"57 minutes, 7 seconds",WAV,The Chicago History Museum,English,,1982-01-12,1982.0,1.0,12.0,False
"Discussing the book ""Alma Mahler, Muse to Genius: From Fin-de-Siecle Vienna to Hollywood's Heyday"" with the author, biographer and music critic Karen Monson",,/programs/discussing-book-alma-mahler-muse-genius-fin-de-siecle-vienna-hollywoods-heyday-author,,"Jan. 12, 1984",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"57 minutes, 33 seconds",WAV,The Chicago History Museum,English,,1984-01-12,1984.0,1.0,12.0,False
Interviewing jazz singer Betty Carter,,/programs/interviewing-jazz-singer-betty-carter,,"Jan. 12, 1989",1 sound tape reel (56 min.) : 10 1/2 in.,"55 minutes, 2 seconds",,Chicago History Museum,,,1989-01-12,1989.0,1.0,12.0,False
Interview with Anndrena Belcher,,/programs/interview-anndrena-belcher,Interviewing singer and storyteller Anndrena Belcher.,"Jan. 12, 1989",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"53 minutes, 33 seconds",WAV,The Chicago History Museum,English,,1989-01-12,1989.0,1.0,12.0,False
"Discussing the books ""Not In My Back Yard: The Handbook"" and ""Deeper Shades of Green: The Rise of Blue Collar and Minority Environmentalism in America"" with their respective authors; Jane Morris and James Schwab",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F38914.mp3,/programs/discussing-books-not-my-back-yard-handbook-and-deeper-shades-green-rise-blue-collar-and,,"Jan. 12, 1995",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"54 minutes, 44 seconds",WAV,The Chicago History Museum,English,,1995-01-12,1995.0,1.0,12.0,True
"Mary Lynn McCree Bryan talks about her book ""Eighty Years at Hull House""",https://s3.amazonaws.com/wfmt-studs-terkel/published/6456.mp3,/programs/mary-lynn-mccree-bryan-talks-about-her-book-eighty-years-hull-house,"Discussing the book, ""Eighty Years at Hull House,"" and interviewing the co-author, Mary Lynn McCree Bryan. Mary Lynn McCree Bryan discusses the Hull House and its founders in Chicago, Illinois. Includes two clips of Florence Scala speaking: one about nature and about a tree that was taken down at Hull House and one about Jane Addams. Includes a clip of Jessie Binford discussing Jane Addams.","Jan. 13, 1970",1 sound tape reel (ca. 49.30 min.) : 7 in.,"49 minutes, 32 seconds",WAV,The Chicago History Museum,English,,1970-01-13,1970.0,1.0,13.0,True
"Discussing ""In defense of homo sapiens"" and interviewing author Joan Cook",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F49939.mp3,/programs/discussing-defense-homo-sapiens-and-interviewing-author-joan-cook,,"Jan. 13, 1975",1 sound tape reel (ca. 53.40 min.) : 10 1/2 in.,"53 minutes, 44 seconds",WAV,The Chicago History Museum,English,,1975-01-13,1975.0,1.0,13.0,True
"Pat Watters discusses his book ""Angry Middle-Aged Man""",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F55988.mp3,/programs/pat-watters-discusses-his-book-angry-middle-aged-man,"Discussing the book ""Angry middle-aged man"" with Pat Watters.
","Jan. 13, 1977",1 sound tape reel (ca. 57.12 min.) : 10 1/2 in.,"57 minutes, 19 seconds",WAV,The Chicago History Museum,English,,1977-01-13,1977.0,1.0,13.0,True
David Mamet discusses his play Glengarry Glen Ross,https://s3.amazonaws.com/wfmt-studs-terkel/published/10766.mp3,/programs/david-mamet-discusses-his-play-glengarry-glen-ross,David Mamet discusses his play Glengarry Glen Ross.  Includes two scenes from the play recited by both David Mamet and Studs Terkel.,"Jan. 13, 1984",1 sound tape reel (ca. 44.51 min.) : 10 1/2 in.,"45 minutes, 23 seconds",WAV,The Chicago History Museum,English,,1984-01-13,1984.0,1.0,13.0,True
Interview with Nigel Calder,,/programs/interview-nigel-calder,"Discussing the book ""1984 and Beyond,"" (published by Viking) with the author Nigel Calder.","Jan. 13, 1984",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"50 minutes, 7 seconds",WAV,The Chicago History Museum,English,,1984-01-13,1984.0,1.0,13.0,False
Interviewing composer Ellen Taaffe Zwilich,,/programs/interviewing-composer-ellen-taaffe-zwilich,,"Jan. 13, 1986",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"1 hour, 1 minute, 56 seconds",WAV,The Chicago History Museum,English,,1986-01-13,1986.0,1.0,13.0,False
"Anna Lisa Crone, Abigail Croydon, John Carswell in conversation with Studs Terkel",,/programs/anna-lisa-crone-abigail-croydon-john-carswell-conversation-studs-terkel,"Discussing the Soviet-American art exchange with Anna L. Crone, Associate Professor of Slavic Languages and Literature at the University of Chicago, Abigail Croydon, and John Carswell.","Jan. 13, 1987",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"51 minutes, 20 seconds",WAV,The Chicago History Museum,English,,1987-01-13,1987.0,1.0,13.0,False
Interview with Jackie Cain and Roy Kral,,/programs/interview-jackie-cain-and-roy-kral-0,Interviewing jazz singers and musicians Jackie Cain and Roy Kral.,"Jan. 13, 1988",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"47 minutes, 9 seconds",WAV,The Chicago History Museum,English,,1988-01-13,1988.0,1.0,13.0,False
Paul Caroll talks with Studs Terkel,,/programs/paul-caroll-talks-studs-terkel,"Interviewing poet Paul Carroll.Excerpt of WFMT tape with Gregory Corso, etc. 1/1959.","Jan. 13, 1992",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"51 minutes, 7 seconds",WAV,The Chicago History Museum,English,,1992-01-13,1992.0,1.0,13.0,False
Reverend Grant Gallup discusses his time spent in Nicaragua,,/programs/reverend-grant-gallup-discusses-his-time-spent-nicaragua,Discussing the time he spent living in Nicaragua with the Reverend Grant Gallup.,"Jan. 13, 1992",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"51 minutes, 3 seconds",WAV,The Chicago History Museum,English,,1992-01-13,1992.0,1.0,13.0,False
The Walawa Basies talk with Studs Terkel ; part 1,https://s3.amazonaws.com/wfmt-studs-terkel/published/13551.mp3,/programs/walawa-basies-talk-studs-terkel-part-1,"Studs Terkel interviews the members of the Walawa Basies: Kelvin Strong, Orlando Lucas, Levon Campbell, and Justine Cordwell. This is an Interview done in two parts","Jan. 14, 1969",2 sound tape reels (ca. 111.20 min.) : 10 1/2 in.,52 minutes,WAV,The Chicago History Museum,English,,1969-01-14,1969.0,1.0,14.0,True
The Walawa Basies talk with Studs Terkel ; part 2,https://s3.amazonaws.com/wfmt-studs-terkel/published/13552.mp3,/programs/walawa-basies-talk-studs-terkel-part-2,"Studs Terkel interviews the members of the Walawa Basies: Kelvin Strong, Orlando Lucas, and Levon Campbell.","Jan. 14, 1969",2 sound tape reels (ca. 111.20 min.: 10 1/2 in.,"54 minutes, 31 seconds",WAV,The Chicago History Museum,English,,1969-01-14,1969.0,1.0,14.0,True
Merce Cunningham and John Cage discuss music and dance,https://s3.amazonaws.com/wfmt-studs-terkel/published/7178.mp3,/programs/merce-cunningham-and-john-cage-discuss-music-and-dance,"Merce Cunningham, choreographer and John Cage musician and composer speak about music and dance.  The two gentlemen discuss with Studs how music and dance come together to create the avant-garde of art in both worlds (music and dance).","Jan. 14, 1971",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"53 minutes, 41 seconds",WAV,The Chicago History Museum,English,,1971-01-14,1971.0,1.0,14.0,True
Pat Thompson discusses her background and her TV reporting career,https://wfmt-studs-terkel.s3.amazonaws.com/published%2F48019.mp3,/programs/pat-thompson-discusses-her-background-and-her-tv-reporting-career,"A reporter for WMAQ-TV, an NBC affiliate, Pat Thompson talks about her background and her TV reporting career.  Ms. Thompson loved to read books, to be in other locales.  Going into TV was the result of realizing she received her news mostly from the television.","Jan. 14, 1975",1 sound tape reel (ca. 57 min.) : 10 1/2 in.,"44 minutes, 55 seconds",WAV,The Chicago History Museum,English,,1975-01-14,1975.0,1.0,14.0,True
